CensusTract,County,PovertyRate,MedianFamilyIncome,Urban,LowAccessOneMileUrban10Rural,LowAccessHalfMileUrban10Rural,LowAccessHalfMile,LowAccessOneMile,Population,PrcntWhite,PrcntAA,PrcntHispanic,PrcntNoVehicle,PrcntSNAP
17001010100,Adams County,9.04718277599633,65515.0,0,1,1,0,0,4451.0,98.94405751516510,0.24713547517411800,0.3819366434509100,1.4154122669063100,3.459896652437650
17001010200,Adams County,10.3077382730804,58633.0,0,0,0,0,0,3720.0,98.41397849462370,0.24193548387096800,0.510752688172043,1.881720430107530,4.811827956989250
17001010300,Adams County,7.846180375926880,64138.0,0,1,1,0,0,5890.0,98.82852292020370,0.1697792869269950,0.5772495755517830,0.30560271646859100,3.8200339558573900
17001010400,Adams County,5.28995756718529,76333.0,0,0,0,0,0,3553.0,97.63580073177600,0.53475935828877,0.9850830284266820,0.22516183506895600,0.45032367013791200
17001010500,Adams County,3.3711730306157600,83194.0,1,1,1,1,1,2989.0,96.3198394111743,1.6058882569421200,1.0371361659417900,0.8029441284710610,0.26764804282368700
17001010600,Adams County,5.24650233177881,93585.0,0,0,0,0,0,5875.0,96.86808510638300,1.1574468085106400,1.0723404255319100,0.2553191489361700,2.331914893617020
17003957600,Alexander County,32.0219579139982,44840.0,0,1,1,0,0,2928.0,78.41530054644810,16.154371584699500,3.6543715846994500,1.092896174863390,4.67896174863388
17003957700,Alexander County,15.269086357947400,50268.0,0,0,0,0,0,2172.0,82.27440147329650,15.193370165745900,1.7034990791896900,0.8287292817679560,3.683241252302030
17003957800,Alexander County,45.0653120464441,24950.0,1,1,1,1,1,1528.0,36.78010471204190,60.53664921465970,0.45811518324607300,3.7958115183246100,9.424083769633510
17003957900,Alexander County,29.812206572770000,32308.0,1,1,1,1,1,1610.0,23.167701863354000,73.72670807453420,0.2484472049689440,6.149068322981370,13.167701863354000
17005951200,Bond County,11.044034090909100,82807.0,0,0,0,0,0,3216.0,94.43407960199010,4.322139303482590,0.9639303482587060,1.9278606965174100,3.171641791044780
17005951300,Bond County,21.0844629822732,66577.0,1,1,1,1,1,6958.0,81.24461052026440,13.078470824949700,6.352400114975570,3.363035354987070,3.851681517677490
17005951400,Bond County,8.67397806580259,75641.0,0,1,1,0,0,3146.0,98.12460267005720,0.19071837253655400,0.9218054672600130,1.3032422123331200,3.8461538461538500
17005951500,Bond County,13.463751438435,83250.0,0,0,0,0,0,4448.0,98.15647482014390,0.5620503597122300,1.0116906474820100,1.079136690647480,3.327338129496400
17007010100,Boone County,23.224261771747800,47630.0,1,1,1,1,1,8562.0,76.58257416491480,3.06003270263957,32.56248540060730,2.814762905863120,7.977108152300870
17007010200,Boone County,15.767284991568300,50593.0,1,1,1,1,1,6105.0,76.34725634725640,1.2776412776412800,32.088452088452100,1.8673218673218700,5.552825552825550
17007010300,Boone County,15.556199304750900,61742.0,1,0,1,1,0,6631.0,79.7617252299804,2.5184738350173400,30.659025787965600,4.222590861106920,6.424370381541250
17007010400,Boone County,7.63197586726999,77029.0,1,1,1,1,1,6841.0,84.607513521415,2.2657506212542000,19.748574769770500,0.0,2.3534570969156600
17007010500,Boone County,2.2641142746088800,119036.0,0,0,0,0,0,10185.0,92.04712812960240,1.050564555719200,7.815414825724100,0.11782032400589100,1.4825724104074600
17007010601,Boone County,10.5761641673244,74063.0,0,0,0,0,0,3859.0,89.53096657165070,0.647836227001814,15.340761855403000,0.31096138896087100,4.5089401399326200
17007010602,Boone County,7.88181439866833,82899.0,1,1,1,1,1,11982.0,88.45768652979470,2.2533800701051600,12.084793857452800,0.8262393590385580,4.131196795192790
17009970400,Brown County,8.16,85804.0,0,0,0,0,0,2606.0,98.73369148119720,0.15349194167306200,0.5372217958557180,0.6523407521105140,1.4581734458940900
17009970500,Brown County,12.0659722222222,71397.0,1,1,1,1,1,4331.0,62.410528746248000,29.462018009697500,8.958670053105520,2.9785268990995200,4.479335026552760
17011964700,Bureau County,6.746575342465750,80859.0,0,1,1,0,0,3072.0,97.72135416666670,0.29296875,2.571614583333330,0.87890625,4.036458333333330
17011964800,Bureau County,16.218560277536900,72607.0,0,1,1,0,0,3496.0,98.19794050343250,0.17162471395881000,2.145308924485130,1.0011441647597300,4.633867276887870
17011964900,Bureau County,11.0369206598586,65663.0,0,0,0,0,0,2815.0,96.44760213143870,0.5683836589698050,3.8365896980461800,4.476021314387210,4.9733570159857900
17011965000,Bureau County,12.912673056443,66731.0,0,0,0,0,0,4078.0,82.19715546836680,0.784698381559588,30.186365865620400,0.784698381559588,5.443845022069640
17011965100,Bureau County,10.3964295090575,63235.0,0,0,0,0,0,4152.0,92.26878612716760,1.0115606936416200,10.910404624277500,1.5173410404624300,4.359344894026980
17011965200,Bureau County,16.5153733528551,57250.0,1,1,1,1,1,3600.0,90.94444444444450,1.3333333333333300,12.38888888888890,3.0,8.722222222222220
17011965300,Bureau County,18.5161496642149,72344.0,1,1,1,1,1,3429.0,96.70457859434240,0.4082822980460780,2.3038786818314400,2.8871391076115500,3.849518810148730
17011965400,Bureau County,10.3468722205752,72636.0,1,1,1,1,1,3549.0,95.99887292194980,0.5635390250774870,2.366863905325440,5.4945054945054900,5.07185122569738
17011965500,Bureau County,12.7252564457998,66595.0,0,0,0,0,0,3759.0,97.57914338919930,0.26602819898909300,1.7291832934291000,0.29263101888800200,3.6711891460494800
17011965600,Bureau County,9.80460572226099,64375.0,0,1,1,0,0,3028.0,97.06076618229860,0.4953764861294580,2.476882430647290,1.4200792602377800,4.29326287978864
17013951200,Calhoun County,19.5258620689655,64561.0,0,1,1,0,0,2681.0,98.47071988064160,0.26109660574412500,0.7459903021260720,2.6855650876538600,5.930622901902280
17013951300,Calhoun County,6.24472573839662,78125.0,0,0,0,0,0,2408.0,99.33554817275750,0.0,0.8305647840531560,1.1212624584717600,2.740863787375420
17015960100,Carroll County,9.4772240904922,63717.0,0,0,0,0,0,3578.0,98.46282839575180,0.1956400223588600,1.034097261039690,1.285634432643940,4.8630519843488000
17015960200,Carroll County,11.1810261374637,68710.0,0,0,0,0,0,2165.0,96.95150115473440,0.9699769053117780,2.3094688221709000,1.5242494226327900,2.4942263279445700
17015960300,Carroll County,16.8909825033647,57946.0,1,1,1,1,1,3176.0,93.98614609571790,1.857682619647360,6.675062972292190,4.6914357682619600,6.895465994962220
17015960400,Carroll County,9.95210218201171,66917.0,0,0,0,0,0,2234.0,98.16472694717990,0.22381378692927500,2.193375111906890,1.7905102954342000,2.685765443151300
17015960500,Carroll County,8.8651127244937,71597.0,0,1,1,0,0,2636.0,97.79969650986340,0.18968133535660100,2.04855842185129,2.08649468892261,3.148710166919580
17015960600,Carroll County,8.59269282814614,73050.0,0,0,0,0,0,1598.0,95.61952440550690,1.6270337922403000,2.1902377972465600,0.5632040050062580,3.879849812265330
17017960100,Cass County,5.70309098824554,67647.0,0,1,1,0,0,2403.0,98.33541406575120,0.4993757802746570,0.7490636704119850,1.1235955056179800,3.537245110278820
17017960200,Cass County,7.22681758815847,79781.0,0,0,0,0,0,2655.0,97.74011299435030,0.3389830508474580,1.9962335216572500,0.6026365348399250,2.0715630885122400
17017960300,Cass County,3.4353995519044100,62417.0,0,0,0,0,0,3294.0,87.7959927140255,1.9429265330904700,16.4541590771099,2.671523982999390,2.94474802671524
17017960400,Cass County,18.1853431562621,44420.0,1,0,1,1,0,2548.0,76.37362637362640,5.180533751962320,26.373626373626400,3.2182103610675000,9.105180533751960
17017960500,Cass County,31.441543700340500,43426.0,1,0,1,1,0,2742.0,71.95477753464620,7.36688548504741,36.688548504741100,2.1881838074398200,7.2210065645514200
17019000200,Champaign County,33.8153503893215,27064.0,1,0,1,1,0,1693.0,7.028942705256940,86.47371529828710,4.016538688718250,4.193738924985230,14.294152392203200
17019000301,Champaign County,82.8007889546351,16964.0,1,0,0,0,0,4819.0,75.05706578128240,4.108736252334510,7.906204606764890,19.028844158539100,1.0375596596804300
17019000302,Champaign County,75.4051477597712,,1,0,0,0,0,3372.0,50.296559905100800,5.338078291814950,6.168446026097270,28.855278766310800,0.8896797153024910
17019000401,Champaign County,90.3225806451613,,1,0,1,1,0,4843.0,78.4637621309106,2.333264505471820,5.698946933718770,3.5102209374354700,0.0
17019000402,Champaign County,88.9025514909314,15357.0,1,0,1,1,0,3931.0,81.96387687611300,3.4596794708725500,7.682523530908170,13.686084965657600,1.2465021622996700
17019000500,Champaign County,27.881130707900500,93618.0,1,0,1,1,0,3919.0,80.70936463383520,8.49706557795356,5.6136769584077600,6.608828782852770,3.470273028833890
17019000700,Champaign County,26.939000828043100,46118.0,1,0,1,1,0,3650.0,37.45205479452060,38.95890410958900,27.04109589041100,4.547945205479450,7.589041095890410
17019000800,Champaign County,10.139679255044,52262.0,1,0,1,1,0,4844.0,49.77291494632540,25.722543352601200,9.000825763831540,4.892650701899260,9.971098265895950
17019000901,Champaign County,30.6222127840306,43264.0,1,0,1,1,0,4867.0,33.84014793507290,54.11958085062670,8.177522087528250,5.958495993425110,7.561125950277380
17019000902,Champaign County,7.71394729049452,95517.0,1,1,1,1,1,5786.0,72.07051503629450,14.206705841686800,4.407189768406500,2.367784306947810,1.9011406844106500
17019001000,Champaign County,18.241115609536700,71975.0,1,0,1,1,0,4510.0,77.00665188470070,13.880266075388000,2.8381374722838100,6.829268292682930,9.578713968957870
17019001100,Champaign County,5.80281690140845,94167.0,1,1,1,1,1,3599.0,87.77438177271460,6.279522089469300,3.8899694359544300,1.694915254237290,1.3059183106418400
17019001201,Champaign County,19.721718088324300,53010.0,1,0,1,1,0,6590.0,62.61001517450680,23.29286798179060,5.144157814871020,3.490136570561460,5.189681335356600
17019001203,Champaign County,6.7730802415875800,84183.0,1,1,1,1,1,4592.0,79.26829268292680,11.30226480836240,3.571428571428570,0.7621951219512200,2.112369337979090
17019001204,Champaign County,0.925266903914591,134671.0,1,1,1,1,1,3622.0,72.86029817780230,6.764218663721700,2.236333517393710,0.9110988404196580,1.2700165654334600
17019001205,Champaign County,11.4257256687536,117355.0,1,1,1,1,1,5037.0,73.79392495533060,6.055191582291050,3.65296803652968,1.7669247567996800,4.427238435576730
17019001206,Champaign County,2.3798413439104100,126944.0,1,0,1,1,0,1831.0,88.25778263244130,3.113052976515570,1.8022938285090100,0.0,1.1469142545057300
17019001301,Champaign County,9.213335523074400,90912.0,1,1,1,1,1,6081.0,78.81927314586420,7.844104588061170,3.6836046702844900,0.6906758756783420,0.986679822397632
17019001302,Champaign County,5.41385948026949,120709.0,1,1,1,1,1,4199.0,80.99547511312220,4.643962848297210,1.6432483924744000,4.953560371517030,1.6908787806620600
17019001400,Champaign County,19.6036801132343,106389.0,1,0,1,1,0,6877.0,73.17144103533520,6.96524647375309,5.61291260724153,1.614075905191220,2.0939363094372500
17019005300,Champaign County,48.723057417134600,43077.0,1,0,1,1,0,4383.0,32.4663472507415,43.3264887063655,3.2626055213324200,14.077116130504200,7.369381702030570
17019005401,Champaign County,32.1973307912297,36675.0,1,1,1,1,1,4170.0,67.41007194244610,14.148681055155900,13.884892086330900,2.422062350119900,8.081534772182250
17019005402,Champaign County,15.1095732410611,64434.0,1,1,1,1,1,2927.0,82.81516911513500,4.236419542193370,10.59104885548340,0.8882815169115140,6.798770071745820
17019005500,Champaign County,14.801195127556900,69977.0,1,0,1,1,0,5635.0,72.01419698314110,19.148181011535000,4.880212954747120,2.857142857142860,5.51907719609583
17019005600,Champaign County,14.4717588527948,55417.0,1,0,1,1,0,6853.0,61.841529257259600,24.17919159492190,5.8514519188676500,4.43601342477747,6.332992849846780
17019005701,Champaign County,16.7081260364842,81000.0,1,0,1,1,0,5066.0,70.50927753651800,15.080931701539700,5.092775365179630,5.270430319778920,6.415317804974340
17019005702,Champaign County,21.3476619227418,115795.0,1,0,1,1,0,3015.0,72.20563847429520,16.58374792703150,4.079601990049750,12.868988391376500,2.3548922056384700
17019005800,Champaign County,28.2859338970023,137542.0,1,0,1,1,0,4194.0,80.04291845493560,2.7181688125894100,4.983309489747260,4.244158321411540,0.7868383404864090
17019005900,Champaign County,77.0868113522538,,1,0,1,1,0,6366.0,60.477536914860200,4.86961985548225,6.016336789192590,9.079484762802390,0.2827521206409050
17019006000,Champaign County,39.3964110929853,33542.0,1,0,1,1,0,3308.0,38.603385731559900,13.331318016928700,7.255139056831920,9.4316807738815,0.5441354292623940
17019010100,Champaign County,18.219420917864900,45881.0,1,1,1,1,1,4582.0,72.43561763422090,18.376254910519400,6.787429070274990,4.452204277608030,12.745525971191600
17019010204,Champaign County,21.508379888268200,61964.0,1,0,1,1,0,4620.0,68.78787878787880,18.441558441558400,14.09090909090910,3.354978354978360,7.294372294372300
17019010300,Champaign County,20.2315857188807,41625.0,1,1,1,1,1,3789.0,56.63763525996310,32.88466613882290,7.8384798099762500,2.6920031670625500,7.389812615465820
17019010400,Champaign County,8.56711264566249,79111.0,0,0,0,0,0,4809.0,93.94884591391140,1.6427531711374500,3.7013932210438800,1.455604075691410,3.1815346225826600
17019010500,Champaign County,6.20611551528879,84712.0,0,0,0,0,0,4371.0,97.68931594600780,0.3660489590482730,1.2354152367879200,0.8693662777396480,2.104781514527570
17019010601,Champaign County,1.58154859967051,99671.0,1,1,1,1,1,5549.0,96.1975130654172,0.7208506037123810,2.000360425301860,0.5766804829699050,0.6487655433411430
17019010603,Champaign County,6.89032258064516,102841.0,1,1,1,1,1,7144.0,94.33090705487120,1.3297872340425500,2.0576707726763700,2.253639417693170,2.001679731243000
17019010604,Champaign County,14.8384523334663,71094.0,1,1,1,1,1,3151.0,87.6229768327515,6.60107902253253,1.808949539828630,1.4598540145985400,3.300539511266270
17019010700,Champaign County,5.56577172980262,92829.0,0,0,0,0,0,8057.0,97.62939059203180,0.23581978403872400,1.6010922179471300,0.8936328658309550,2.8422489760456700
17019010800,Champaign County,7.364762111666310,81696.0,0,0,0,0,0,4534.0,97.99294221438020,0.41905602117335700,1.102779003087780,0.529333921482135,2.646669607410680
17019010900,Champaign County,11.1298660196223,93739.0,1,1,1,1,1,9302.0,94.9365727800473,1.7093098258439000,1.214792517738120,1.2685443990539700,2.7305955708449800
17019011000,Champaign County,17.5762045231072,111250.0,1,0,1,1,0,3809.0,76.84431609346290,13.625623523234400,5.303229194014180,9.136256235232350,6.143344709897610
17019011100,Champaign County,55.5316401205338,,1,0,0,0,0,2785.0,45.56552962298030,5.816876122082590,3.8420107719928200,13.680430879712700,3.087971274685820
17021958100,Christian County,10.5866018743492,72083.0,0,1,1,0,0,2999.0,97.29909969990000,0.6335445148382790,0.8002667555851950,1.333777925975330,3.8012670890296800
17021958200,Christian County,12.9924559932942,68750.0,0,0,0,0,0,3888.0,97.91666666666670,0.5401234567901230,0.565843621399177,2.4176954732510300,7.227366255144030
17021958300,Christian County,14.0499457111835,59641.0,1,0,1,1,0,4308.0,96.47168059424330,0.5571030640668520,1.7409470752089100,3.3658310120705700,8.147632311977720
17021958400,Christian County,16.2817551963049,60406.0,1,0,1,1,0,3868.0,97.10444674250260,0.7755946225439500,1.628748707342300,3.59358841778697,8.583247156153050
17021958500,Christian County,23.9290989660266,48750.0,1,0,1,1,0,2551.0,95.84476675813410,1.5680125441003500,1.724813798510390,5.135241081928660,11.368090944727600
17021958600,Christian County,7.868252516010980,85694.0,0,0,0,0,0,2277.0,97.9358805445762,0.5270092226613970,0.6148440931049630,0.3952569169960470,3.2059727711901600
17021958700,Christian County,8.598425196850390,65000.0,0,0,0,0,0,4750.0,90.4,7.031578947368420,2.968421052631580,0.5263157894736840,2.968421052631580
17021958800,Christian County,11.4649681528662,54684.0,1,0,1,1,0,2746.0,98.79825200291330,0.03641660597232340,0.9104151493080850,1.529497450837580,5.17115804806992
17021958900,Christian County,24.6254321936227,41295.0,1,0,1,1,0,2763.0,97.97321751719150,0.14477017734346700,0.7962359753890700,1.7010495837857400,9.735794426348170
17021959000,Christian County,5.56161395856052,71635.0,0,0,0,0,0,4650.0,98.58064516129030,0.21505376344086000,0.8817204301075270,1.3333333333333300,2.731182795698930
17023060100,Clark County,5.78936124759667,73603.0,0,1,1,0,0,4834.0,98.01406702523790,0.18618121638394700,0.8067852709971040,0.5999172527927180,3.206454282167980
17023060200,Clark County,22.9967069154775,54817.0,1,1,1,1,1,4337.0,98.38598109292140,0.1614018907078630,1.2220428867881000,1.1528706479133000,7.3783721466451500
17023060300,Clark County,10.6610622850592,59096.0,0,0,0,0,0,5371.0,97.9705827592627,0.3723701359151000,1.4150065164773800,1.6570471048221900,6.386147830943960
17023060400,Clark County,14.7088353413655,68077.0,0,0,0,0,0,1793.0,98.15950920245400,0.6692693809258230,0.2230897936419410,0.5577244841048520,5.633017289459010
17025971900,Clay County,9.6137339055794,65231.0,0,1,1,0,0,2517.0,98.17242749304730,0.23837902264600700,0.5164878823996820,0.5562177195073500,4.568931267381800
17025972000,Clay County,15.6819026384244,56615.0,0,0,0,0,0,2844.0,98.06610407876230,0.5274261603375530,0.49226441631504900,1.4064697609001400,6.504922644163150
17025972100,Clay County,20.9654897267106,57722.0,1,0,1,1,0,5405.0,96.74375578168360,0.3885291396854760,1.6836262719704000,2.590194264569840,7.3635522664199800
17025972200,Clay County,13.1914893617021,62891.0,0,0,0,0,0,3049.0,98.7208920957691,0.1639881928501150,1.0823220728107600,1.1479173499508000,4.591669399803210
17027900100,Clinton County,5.35211267605634,100484.0,0,0,0,0,0,6055.0,97.67134599504540,0.23121387283237000,1.3872832369942200,1.6680429397192400,1.9653179190751400
17027900200,Clinton County,3.58224016145308,96684.0,0,0,0,0,0,1928.0,98.23651452282160,0.1037344398340250,1.711618257261410,1.0373443983402500,3.0601659751037300
17027900300,Clinton County,4.65904277848369,77394.0,1,1,1,1,1,6818.0,97.63860369609860,0.14667057788207700,2.6694045174538000,2.698738633030210,3.0067468465825800
17027900401,Clinton County,10.4166666666667,55855.0,0,0,0,0,0,1329.0,98.41986455981940,0.3009781790820170,1.1286681715575600,0.5267118133935290,6.094808126410840
17027900402,Clinton County,14.584578601315000,61384.0,0,0,0,0,0,5580.0,94.51612903225810,3.1720430107526900,1.2544802867383500,2.007168458781360,4.767025089605740
17027900500,Clinton County,18.163389418203900,61932.0,0,0,0,0,0,6799.0,80.43829974996320,15.119870569201400,4.441829680835420,1.9855861156052400,5.883218120311810
17027900601,Clinton County,5.78905630452022,103321.0,0,0,0,0,0,2466.0,97.08029197080290,0.32441200324412000,2.3114355231143600,1.4598540145985400,1.2165450121654500
17027900602,Clinton County,8.62745098039216,83241.0,0,0,0,0,0,6787.0,93.91483718874320,1.399734787092970,4.641225872992490,2.327979961691470,2.2837778105201100
17029000100,Coles County,15.0949913644214,60579.0,0,1,1,0,0,2999.0,96.86562187395800,1.1670556852284100,2.2340780260086700,1.9339779926642200,6.60220073357786
17029000200,Coles County,8.22317596566524,76848.0,1,1,1,1,1,6123.0,96.7172954434101,1.0779029887310100,1.110566715662260,2.62943001796505,3.6583374162992000
17029000300,Coles County,13.1662149954833,55556.0,1,1,1,1,1,4656.0,95.76890034364260,2.298109965635740,1.4390034364261200,0.5584192439862540,5.88487972508591
17029000400,Coles County,30.9715889161698,37101.0,1,1,1,1,1,2870.0,92.47386759581880,2.2996515679442500,2.4390243902439000,9.16376306620209,15.88850174216030
17029000500,Coles County,25.7452574525745,39939.0,1,1,1,1,1,6239.0,92.51482609392530,3.7345728482128500,2.452316076294280,5.048886039429400,14.056739862157400
17029000600,Coles County,8.23395797842135,77620.0,0,0,0,0,0,3664.0,98.0349344978166,0.7096069868995630,0.4093886462882100,1.282751091703060,2.6200873362445400
17029000700,Coles County,42.8194558944765,53299.0,1,0,1,1,0,6894.0,92.03655352480420,3.7859007832898200,2.9155787641427300,3.742384682332460,6.42587757470264
17029000800,Coles County,58.244514106583100,58750.0,1,1,1,1,1,5675.0,79.03083700440530,16.0,3.9823788546255500,1.973568281938330,2.5726872246696000
17029000900,Coles County,10.2177942539388,105956.0,1,1,1,1,1,4255.0,92.33842538190370,3.1962397179788500,2.2326674500587500,1.0340775558166900,2.82021151586369
17029001000,Coles County,18.6641697877653,60417.0,1,1,1,1,1,3353.0,96.12287503728000,1.5806740232627500,1.5806740232627500,6.412168207575310,9.543692215926040
17029001100,Coles County,26.138328530259400,39707.0,1,0,1,1,0,3685.0,93.29715061058340,3.093622795115330,2.0081411126187200,3.6635006784260500,10.610583446404300
17029001200,Coles County,14.207815813389900,60809.0,1,0,1,1,0,3460.0,95.52023121387280,1.7919075144508700,1.907514450867050,2.6300578034682100,8.265895953757230
17031010100,Cook County,35.7968714577193,62177.0,1,0,1,1,0,4854.0,37.288833951380300,50.20601565719000,12.690564482900700,23.939019365471800,8.920477956324680
17031010201,Cook County,36.8398576512456,47411.0,1,0,0,0,0,6450.0,35.84496124031010,36.434108527131800,31.76744186046510,11.643410852713200,13.193798449612400
17031010202,Cook County,18.4584980237154,51719.0,1,0,0,0,0,2818.0,43.89638041163950,33.81831085876510,27.9985805535841,16.465578424414500,8.232789212207240
17031010300,Cook County,16.1495063469676,66875.0,1,0,1,1,0,6236.0,52.38935214881330,27.613855035279000,18.745991019884500,15.923669018601700,7.536882617062220
17031010400,Cook County,19.0606976105466,59861.0,1,0,0,0,0,5042.0,66.26338754462520,14.45854819516070,9.520031733439110,12.990876636255500,5.493851646172150
17031010501,Cook County,20.7004830917874,50266.0,1,0,0,0,0,4091.0,49.32779271571740,31.777071620630700,12.368614030799300,27.670496211195300,11.390857980933800
17031010502,Cook County,30.0326441784548,37500.0,1,0,0,0,0,3101.0,58.69074492099320,25.024185746533400,10.964205095130600,24.217994195420800,5.80457916801032
17031010503,Cook County,48.0443666082896,43654.0,1,0,0,0,0,2290.0,63.4061135371179,13.231441048034900,10.698689956331900,21.572052401746700,12.925764192139700
17031010600,Cook County,24.3890437920289,87545.0,1,0,0,0,0,6097.0,56.73281941938660,25.291126783664100,18.910939806462200,20.715105789732700,5.9865507626701700
17031010701,Cook County,20.7912904938927,72500.0,1,0,0,0,0,3864.0,54.99482401656320,19.694616977225700,37.86231884057970,7.375776397515530,7.065217391304350
17031010702,Cook County,24.1941823899371,49440.0,1,0,0,0,0,5143.0,46.29593622399380,22.45770950806920,47.112580206105400,13.571845226521500,7.89422516041221
17031020100,Cook County,14.233576642335800,65982.0,1,0,0,0,0,3965.0,38.562421185372,29.810844892812100,24.010088272383400,6.305170239596470,6.305170239596470
17031020200,Cook County,13.5331651580353,71300.0,1,0,0,0,0,6676.0,60.9496704613541,9.257040143798680,14.125224685440400,1.3630916716596800,5.272618334331940
17031020301,Cook County,13.602199816681900,72461.0,1,0,1,1,0,4750.0,83.47368421052630,2.231578947368420,6.084210526315790,7.284210526315790,5.810526315789470
17031020302,Cook County,22.825866612609,95125.0,1,0,1,1,0,4650.0,65.61290322580650,9.935483870967740,20.473118279569900,5.956989247311830,5.010752688172040
17031020400,Cook County,17.939021507917700,75179.0,1,0,1,1,0,4168.0,54.36660268714010,17.226487523992300,23.68042226487520,4.798464491362760,3.886756238003840
17031020500,Cook County,26.312470439855,46250.0,1,0,0,0,0,6214.0,34.872867718056,19.649179272610200,24.589636305117500,5.696813646604440,9.542967492758290
17031020601,Cook County,24.3353449681944,48393.0,1,0,0,0,0,6353.0,61.51424523847000,4.785140878325200,15.8980009444357,6.75271525263655,9.696206516606330
17031020602,Cook County,22.0097726789887,49750.0,1,0,1,1,0,4340.0,48.0184331797235,7.511520737327190,26.24423963133640,6.5207373271889400,5.783410138248850
17031020701,Cook County,6.6361556064073200,107426.0,1,0,1,1,0,1704.0,63.84976525821600,2.464788732394370,13.321596244131500,0.9389671361502350,3.345070422535210
17031020702,Cook County,22.0931784808437,46625.0,1,0,0,0,0,7194.0,50.29190992493750,7.7286627745343300,16.319154851264900,3.5585209897136500,9.382819015846540
17031020801,Cook County,16.4921465968586,54688.0,1,0,0,0,0,5458.0,53.957493587394600,7.07218761451081,26.877977281055300,4.1590326126786400,7.969952363503120
17031020802,Cook County,26.1608728749048,52277.0,1,0,0,0,0,6963.0,33.706735602470200,10.713772799080900,25.463162429987100,4.552635358322560,10.785580927761000
17031020901,Cook County,28.890756302521000,42702.0,1,0,0,0,0,5221.0,35.22313733001340,20.321777437272600,29.22811721892360,7.220838919747180,9.059567132733190
17031020902,Cook County,26.657584014532200,40212.0,1,0,0,0,0,4286.0,48.88007466168920,13.159122725151700,17.125524965002300,9.519365375641620,9.729351376574900
17031030101,Cook County,14.7027600849257,56488.0,1,0,0,0,0,3893.0,51.81094271769840,25.584382224505500,13.973799126637600,16.285640893912200,7.243770870793730
17031030102,Cook County,16.2131519274376,72115.0,1,0,0,0,0,3204.0,59.23845193508120,22.128589263420700,10.830212234706600,29.55680399500620,3.3083645443196
17031030103,Cook County,16.6123778501629,67969.0,1,0,0,0,0,1928.0,59.64730290456430,17.686721991701200,9.439834024896270,19.19087136929460,1.4522821576763500
17031030104,Cook County,27.8776104905294,69375.0,1,0,0,0,0,3681.0,65.14534093996200,11.11111111111110,7.660961695191520,12.768269491985900,2.9068187992393400
17031030200,Cook County,14.3356643356643,107411.0,1,0,0,0,0,5369.0,72.97448314397470,8.716707021791770,13.838703669212100,11.249767181970600,0.9126466753585400
17031030300,Cook County,24.0473441108545,48472.0,1,0,0,0,0,3322.0,51.65562913907280,13.004214328717600,36.694762191450900,13.33534015653220,8.85009030704395
17031030400,Cook County,15.9178931061193,54375.0,1,0,0,0,0,2684.0,67.73472429210140,7.63785394932936,31.74366616989570,10.022354694485800,8.941877794336810
17031030500,Cook County,5.473113132280200,96607.0,1,0,0,0,0,6395.0,68.58483189992180,8.334636434714620,25.426114151681000,13.072713057075800,1.8608287724785000
